,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Departments,salary,Churn Probability
4345,0.79,0.49,5,210,3,0,0,IT,medium,0.007735187451900421
4346,0.53,0.75,2,123,4,0,0,RandD,medium,0.02022050032653948
4347,0.14,0.51,4,253,6,0,0,RandD,medium,0.05094056064543468
4348,0.78,0.92,5,242,4,0,0,RandD,medium,0.11289858070303785
4349,0.52,0.74,3,238,3,0,0,RandD,medium,0.009682230329073241
4350,0.94,0.68,5,151,2,0,0,RandD,medium,0.00674047032607718
4351,0.83,0.8,4,158,4,0,0,marketing,medium,0.026855761983575328
4352,0.44,0.68,2,120,2,0,0,marketing,medium,0.035395675197048
4353,0.72,0.74,3,187,2,0,0,sales,medium,0.010374302935821969
4354,0.84,0.58,3,140,3,0,0,accounting,medium,0.007770656739037594
4355,0.76,0.99,3,164,2,0,0,support,medium,0.008404698158803374
4356,0.92,0.94,5,253,2,0,0,technical,high,0.023496270206839615
4357,0.58,0.93,5,235,2,0,0,management,low,0.017938448327821904
4358,0.85,0.81,4,189,4,0,0,marketing,medium,0.03725375374085037
4359,0.74,0.51,4,246,3,1,0,marketing,medium,0.0071361895640702664
4360,0.74,0.87,4,258,2,0,0,marketing,medium,0.026247681156733496
4361,0.72,0.8,3,158,3,0,0,sales,medium,0.00809759721414416
4362,0.76,0.98,4,173,3,1,0,sales,low,0.00675372476977262
4363,0.85,0.72,3,201,3,0,0,sales,low,0.007893607281528174
4364,0.82,0.49,5,185,3,0,0,sales,low,0.007638416941475738
4365,0.6,0.93,5,270,3,1,0,sales,low,0.01624462055255623
4366,0.39,0.64,3,152,2,0,0,sales,low,0.04894988825217349
4367,0.83,0.53,3,211,4,1,0,sales,low,0.02061051253149986
4368,0.7,0.92,3,162,3,1,0,sales,low,0.0071985185935626965
4369,0.84,0.97,4,253,2,1,0,sales,low,0.022586261229805605
4370,0.9,0.77,4,236,3,0,0,sales,low,0.008972060591355238
4371,0.18,0.84,4,231,5,0,0,sales,low,0.13729141455248575
4372,0.52,0.71,2,231,2,0,0,sales,low,0.015556299525370696
4373,0.87,0.51,4,233,3,0,0,sales,low,0.0077484437948720335
4374,0.6,0.79,5,217,2,0,0,sales,low,0.011085200325350347
4375,0.72,0.93,4,174,2,0,0,sales,low,0.0089820106745063
4376,0.48,0.64,4,227,3,0,0,sales,low,0.016260054464585092
4377,0.75,0.53,3,222,2,0,0,sales,low,0.008193946099087596
4378,0.85,0.55,2,207,6,0,0,sales,low,0.018567663990884668
4379,0.39,0.41,6,115,3,0,0,sales,low,0.057946002742588244
4380,0.61,0.68,3,254,2,0,0,accounting,low,0.009885529362922078
4381,0.6,0.61,4,170,3,0,0,accounting,low,0.007866960771168982
4382,0.57,0.64,2,206,3,0,0,accounting,low,0.013735367539043745
4383,0.19,0.68,5,149,3,0,0,hr,medium,0.0478815500230555
4384,0.48,0.77,3,197,3,0,0,hr,medium,0.019371924298945933
4385,0.69,0.75,4,261,3,0,0,hr,medium,0.010398258589085252
4386,0.7,0.55,4,256,4,0,0,hr,medium,0.03221532976810926
4387,0.65,0.92,3,219,3,0,0,technical,medium,0.010347829695555746
4388,0.81,0.96,4,143,3,1,0,technical,medium,0.006290222907416588
4389,0.85,0.95,4,171,3,0,0,technical,medium,0.007897699985156825
4390,0.93,0.76,4,207,2,0,0,technical,medium,0.007225336417445518
4391,0.72,0.94,4,235,3,0,0,technical,medium,0.02845727100781264
4392,0.49,0.55,2,173,3,0,0,technical,medium,0.016561898488322364
4393,0.94,0.47,5,131,6,0,0,technical,medium,0.03564909315232067
4394,0.81,0.84,4,143,2,0,0,technical,medium,0.007630279531491468
4395,0.92,0.78,5,193,4,0,0,technical,high,0.03866025583113107
4396,0.97,0.82,3,135,2,0,0,technical,low,0.0068063337615855935
4397,0.98,0.61,4,265,2,1,0,technical,medium,0.01088826992876847
4398,0.44,0.45,3,133,2,1,0,support,medium,0.044039740960192295
4399,0.72,0.87,4,184,4,0,0,support,medium,0.03201312709150916
4400,0.8,0.73,5,135,3,0,0,support,medium,0.009185645805936272
4401,0.6,0.72,4,267,4,0,0,support,low,0.029084728055148338
4402,0.89,0.65,4,184,3,0,0,support,low,0.006916885945044191
4403,0.69,0.57,5,227,2,0,0,support,low,0.00853579696628048
4404,0.54,0.81,4,257,2,0,0,support,low,0.014955347935391284
4405,0.97,0.75,5,235,3,1,0,support,low,0.007802749009242742
4406,0.37,0.4,4,161,2,0,0,support,low,0.044202096839930725
4407,0.73,0.52,4,215,3,0,0,support,low,0.006972015826191996
4408,0.57,0.69,4,146,3,0,0,support,low,0.008077058425357797
4409,0.86,0.66,4,191,2,0,0,technical,low,0.007582265963710153
4410,0.83,0.85,4,261,3,0,0,technical,low,0.030135305812799586
4411,0.19,0.52,5,200,5,0,0,technical,low,0.044930805978388826
4412,0.55,0.93,4,239,4,0,0,management,low,0.06675013548043222
4413,0.6,0.65,4,160,2,0,0,IT,low,0.007056753210929765
4414,0.62,0.71,3,177,3,1,0,IT,low,0.006447494856275659
4415,0.65,0.55,5,215,2,0,0,IT,low,0.006869075030364491
4416,0.4,0.48,4,97,2,0,0,IT,low,0.04481946530379181
4417,0.82,0.78,5,231,2,1,0,IT,low,0.008373275638637006
4418,0.75,0.69,2,257,2,1,0,product_mng,low,0.01878856116090347
4419,0.83,0.53,3,232,3,1,0,product_mng,low,0.00653966372499801
4420,0.77,0.78,4,212,3,0,0,product_mng,low,0.007799979454478837
4421,0.59,0.98,4,198,3,0,0,product_mng,low,0.008016804421270724
4422,0.8,0.79,5,240,4,0,0,IT,medium,0.05948789327533436
4423,0.84,0.55,3,242,3,0,0,RandD,medium,0.007806001160790316
4424,0.88,0.71,4,250,3,0,0,RandD,medium,0.008760564490054327
4425,0.37,0.9,3,229,6,0,0,RandD,medium,0.1212046080292092
4426,0.88,0.66,4,133,2,0,0,RandD,medium,0.007360998814471724
4427,0.69,0.85,3,200,2,0,0,RandD,medium,0.007869280255689733
4428,0.54,0.49,2,155,2,1,0,marketing,medium,0.018567055448379916
4429,0.76,0.57,5,139,4,0,0,sales,medium,0.02415115141224085
4430,0.51,0.58,4,272,3,0,0,accounting,medium,0.011655737543572204
4431,0.16,0.52,3,100,4,0,0,support,medium,0.04103269153751733
4432,0.65,0.6,5,160,3,0,0,technical,medium,0.008649161232270485
4433,0.54,0.81,5,195,4,0,0,management,medium,0.03970755317842942
4434,0.66,0.68,4,152,3,0,0,marketing,high,0.007114920076287422
4435,0.95,0.65,5,182,3,0,0,marketing,low,0.006588337831939693
4436,0.83,0.57,3,137,2,0,0,marketing,medium,0.007396438345180625
4437,0.98,0.84,4,182,3,0,0,sales,medium,0.006582900014878323
4438,0.72,0.72,3,217,2,0,0,sales,medium,0.008672348352977024
4439,0.71,0.62,4,192,4,0,0,sales,medium,0.023815355382019888
4440,0.36,0.65,3,116,2,1,0,sales,low,0.046370728478257586
4441,0.55,0.65,4,170,4,0,0,sales,low,0.026273830043107408
4442,0.64,0.52,3,223,3,0,0,sales,low,0.00798894321144299
4443,0.62,0.57,3,174,2,0,0,sales,low,0.007182074822459946
4444,1.0,0.95,3,193,6,0,0,sales,low,0.10564030336482587
4445,0.91,0.91,6,167,2,1,0,sales,low,0.05230960390985845
4446,0.81,0.67,4,225,3,0,0,sales,low,0.009117961694904591
4447,0.71,0.92,4,248,3,1,0,sales,low,0.010539583260999755
4448,0.97,0.74,3,104,5,0,0,sales,low,0.03813091205503386
4449,0.75,0.86,6,148,4,0,0,sales,low,0.09203658571012129
4450,0.68,1.0,3,148,4,1,0,sales,low,0.050337122498975234
4451,0.87,0.68,5,187,3,0,0,sales,low,0.007892652499906148
4452,0.96,0.57,3,151,2,0,0,sales,low,0.006314932660432574
4453,0.41,0.86,6,215,5,0,0,sales,low,0.10969614825262225
4454,0.81,0.61,4,142,4,0,0,sales,low,0.023499462715075612
4455,0.68,1.0,6,258,5,0,0,sales,low,0.362286080955225
4456,0.63,0.56,4,228,3,0,0,accounting,low,0.008381525119163733
4457,0.6,0.84,2,221,3,0,0,accounting,low,0.030688264484846215
4458,0.66,0.97,3,263,3,0,0,accounting,medium,0.009995573400915654
4459,0.69,0.82,4,273,4,0,0,hr,medium,0.08110917812427564
4460,0.23,0.37,3,247,4,0,0,hr,medium,0.05391730420360421
4461,0.52,0.63,3,225,3,0,0,hr,medium,0.009929264230663372
4462,0.65,0.86,4,269,2,1,0,hr,medium,0.013335191274260791
4463,0.78,0.4,6,174,3,0,0,technical,medium,0.029264812211279106
4464,0.6,0.65,5,201,2,0,0,technical,medium,0.008361623043695997
4465,0.9,0.62,3,254,3,0,0,technical,medium,0.009226764149160824
4466,0.59,0.95,5,254,2,0,0,technical,medium,0.01656652245424052
4467,0.89,0.78,3,185,2,1,0,technical,medium,0.006794281127001709
4468,0.96,0.85,4,200,4,0,0,technical,medium,0.030538131489558376
4469,0.68,0.76,3,190,3,1,0,technical,medium,0.00694614151607922
4470,0.52,0.72,2,160,2,0,0,technical,high,0.016517865797484866
4471,0.68,0.94,3,264,2,0,0,technical,low,0.008634100061710965
4472,0.6,0.59,3,172,3,0,0,technical,medium,0.008195101697038432
4473,0.28,0.83,5,279,4,0,0,technical,medium,0.13228831008013556
4474,0.98,0.54,5,260,3,0,0,support,medium,0.007534287729539085
4475,0.67,0.52,4,262,2,0,0,support,medium,0.008251096675544035
4476,0.86,0.6,5,134,2,1,0,support,low,0.007689178583230339
4477,0.83,0.9,3,195,3,0,0,support,low,0.007534428345681303
4478,0.79,0.86,3,139,3,0,0,support,low,0.008732641224475226
4479,0.54,0.86,4,205,5,0,0,support,low,0.14138487755658297
4480,0.51,0.86,5,212,2,0,0,support,low,0.011415256729534466
4481,0.75,0.65,4,148,2,0,0,support,low,0.00714869105598133
4482,0.51,0.67,4,228,3,0,0,support,low,0.009250136387394612
4483,0.73,0.74,5,230,3,0,0,support,low,0.010370955056102681
4484,0.17,0.4,4,286,3,0,0,support,low,0.05638599669222686
4485,0.88,0.59,4,142,3,0,0,technical,low,0.007734235529171912
4486,0.76,0.79,3,161,3,0,0,technical,low,0.009271118862870466
4487,0.29,0.77,3,152,3,1,0,technical,low,0.04700920661703453
4488,0.62,0.97,4,266,3,0,0,management,low,0.016050961182435257
4489,0.5,0.85,2,143,3,0,0,IT,low,0.03613657456778805
4490,0.16,0.65,5,165,3,0,0,IT,low,0.04616432793186135
4491,0.18,0.99,4,204,6,0,0,IT,low,0.06048937007593934
4492,0.86,0.68,4,170,2,0,0,IT,low,0.007022381365375864
4493,0.68,0.52,5,203,3,0,0,IT,low,0.007284235399201159
4494,0.68,0.85,3,199,3,0,0,product_mng,low,0.008164660391905953
4495,0.89,0.78,4,223,3,0,0,product_mng,low,0.008005855819604057
4496,0.86,0.88,4,220,2,0,0,product_mng,low,0.025136257023731196
4497,0.43,0.41,4,190,3,0,0,product_mng,medium,0.05015453583963136
4498,0.85,0.58,4,143,6,1,0,IT,medium,0.02558650943980401
4499,0.94,0.8,5,111,4,0,1,RandD,medium,0.02625899150309406
4500,0.58,0.71,4,145,3,1,1,RandD,medium,0.009164075982227515
4501,0.43,0.6,3,138,3,0,1,RandD,medium,0.05787523338965001
4502,0.72,0.49,3,203,3,0,1,RandD,medium,0.013582800221552508
4503,0.95,0.96,5,175,3,1,1,RandD,medium,0.00734020912244588
4504,0.35,0.67,3,119,3,0,1,marketing,medium,0.05023987874064664
4505,0.77,0.79,3,157,3,0,1,sales,medium,0.010957844741066642
4506,0.74,0.7,5,135,2,0,1,accounting,medium,0.018288124562648046
4507,0.5,0.6,4,200,2,0,1,support,medium,0.010887627315896988
4508,0.87,0.56,4,121,2,0,1,technical,medium,0.025083972605546415
4509,0.55,0.48,3,162,3,0,1,management,high,0.018834517105540453
4510,0.8,0.65,3,135,3,0,1,marketing,low,0.020467219879910428
4511,0.49,0.52,4,183,2,0,1,marketing,medium,0.01227386960943723
4512,0.54,0.92,4,228,3,0,1,marketing,medium,0.013523043612487809
4513,0.21,0.87,4,148,5,0,0,sales,medium,0.04804689450495586
4514,0.77,0.77,3,219,2,0,0,sales,medium,0.009320251492632148
4515,0.53,0.73,4,147,3,0,0,sales,low,0.009204713710888006
4516,0.89,0.49,5,165,6,0,0,sales,low,0.03612618174779159
4517,0.25,0.59,4,218,3,1,0,sales,low,0.055546118259035354
4518,0.53,0.59,3,231,2,0,0,sales,low,0.009072664963595432
4519,0.44,0.45,2,124,3,0,0,sales,low,0.41280730621281136
4520,0.7,0.44,2,131,2,0,0,sales,low,0.014057263321704627
4521,0.54,0.76,3,199,4,0,0,sales,low,0.02691812786149904
4522,0.9,0.56,3,220,3,0,0,sales,low,0.007044570153706667
4523,0.69,0.8,5,215,3,0,0,sales,low,0.009266218012408943
4524,0.78,0.59,4,180,3,0,0,sales,low,0.008137736801596353
4525,0.91,0.49,6,272,6,0,0,sales,low,0.08518957052561135
4526,0.92,0.61,2,228,2,0,0,sales,low,0.0132228406991406
4527,0.96,0.88,3,168,2,0,0,sales,low,0.007747214024340015
4528,0.8,0.77,4,205,2,0,0,sales,low,0.008803809864013105
4529,0.52,0.67,3,244,3,0,0,sales,low,0.009809676247652558
4530,0.52,0.97,3,185,2,0,0,sales,low,0.009872412475592184
4531,0.93,0.96,5,135,3,1,0,sales,low,0.007135182000870522
4532,0.89,0.9,4,160,2,0,0,accounting,low,0.007018348832719649
4533,0.83,0.61,4,262,4,0,0,accounting,low,0.029807980801839752
4534,0.7,0.84,6,225,6,0,0,accounting,low,0.3464111501837361
4535,0.89,0.74,4,174,2,0,0,hr,low,0.007890869503804819
4536,0.21,0.37,6,266,3,0,1,hr,medium,0.0567948256871561
4537,0.67,0.78,4,241,4,0,1,hr,medium,0.04356678385565135
4538,0.73,0.97,3,245,2,0,1,hr,medium,0.01428666196867418
4539,0.85,0.51,3,261,4,0,1,technical,medium,0.044848548169618224
4540,0.54,0.85,4,157,3,0,1,technical,medium,0.01083093082725091
4541,0.74,0.94,3,286,6,0,1,technical,medium,0.4240329863561426
4542,0.71,0.65,4,263,2,1,1,technical,medium,0.012483912050472213
4543,0.76,0.52,2,229,3,0,1,technical,medium,0.019663858945811765
4544,0.85,0.5,4,159,2,0,1,technical,medium,0.01367178858791733
4545,0.82,0.89,4,196,3,0,1,technical,medium,0.009536676484797663
4546,0.71,0.79,4,133,3,0,1,technical,medium,0.019571323755264596
4547,0.79,0.65,5,228,3,0,1,technical,medium,0.013981748736801225
4548,0.86,0.56,4,247,3,0,1,technical,high,0.014687451566845956
4549,0.9,0.78,5,215,3,0,1,technical,low,0.012031043571098651
4550,0.65,0.8,6,233,3,1,1,support,medium,0.04556174152547659
4551,0.53,0.74,5,237,2,0,1,support,medium,0.011778559762772041
4552,0.51,0.91,4,269,5,0,1,support,medium,0.3086308574802531
4553,1.0,0.76,6,246,3,1,1,support,medium,0.033358524805839875
4554,0.92,0.82,4,168,3,0,1,support,low,0.009584743309452992
4555,1.0,0.59,3,168,3,0,1,support,low,0.018605566722338887
4556,0.23,0.67,4,163,5,0,1,support,low,0.03927637712059767
4557,0.52,0.77,3,142,2,0,1,support,low,0.01479851204328528
4558,0.8,0.83,4,183,2,1,1,support,low,0.01087941463599375
4559,0.59,0.72,4,264,3,0,0,support,low,0.00967697829465207
4560,0.75,0.55,2,184,2,0,0,support,low,0.01754499446874055
4561,0.99,0.58,4,138,3,0,0,technical,low,0.008071802576272895
4562,0.57,0.76,3,195,3,0,0,technical,medium,0.008676414373767212
4563,0.87,0.95,4,251,3,0,0,technical,medium,0.030384919956283497
4564,0.52,0.47,3,108,5,0,0,management,medium,0.03158576086792401
4565,0.57,0.9,3,144,2,0,0,IT,medium,0.0077538316983614426
4566,0.32,0.77,6,112,4,0,0,IT,medium,0.09524991549070837
4567,0.66,0.81,2,201,3,0,0,IT,medium,0.033105097370612416
4568,0.53,0.8,4,204,3,0,0,IT,medium,0.008538822391076244
4569,0.55,0.62,5,226,3,0,0,IT,medium,0.010199196897589989
4570,0.66,0.9,3,217,4,0,0,product_mng,medium,0.04018091079852185
4571,0.69,0.92,4,149,2,0,0,product_mng,medium,0.007422542602776775
4572,0.67,0.99,5,237,3,0,0,product_mng,medium,0.017787490294334744
4573,0.75,0.37,3,256,3,0,0,product_mng,medium,0.009025367105150141
4574,0.7,0.98,4,194,2,0,0,IT,medium,0.00793819406239552
4575,0.71,0.74,3,202,2,0,0,RandD,medium,0.008235047903278761
4576,0.97,0.6,5,133,2,0,0,RandD,medium,0.007110556063107447
4577,0.5,0.48,3,246,3,0,0,RandD,medium,0.008706586796128575
4578,0.34,0.92,3,206,3,0,0,RandD,medium,0.06972301271898891
4579,0.67,0.74,3,204,3,0,0,RandD,medium,0.007932582752020191
4580,0.78,0.98,4,157,3,0,0,marketing,medium,0.007858905496771753
4581,0.52,0.91,4,187,2,0,0,sales,medium,0.00964455733192739
4582,0.91,0.51,2,211,2,0,0,accounting,medium,0.013018719290523048
4583,0.79,0.92,3,204,3,0,0,support,medium,0.007611907244348669
4584,0.83,0.53,5,182,2,1,0,technical,medium,0.0063891665663090265
4585,0.74,0.76,3,244,3,0,0,management,medium,0.00938102480843216
4586,0.77,0.97,3,184,3,1,0,marketing,medium,0.006089734138744581
4587,0.49,0.71,2,117,3,0,0,marketing,high,0.010600038826693095
4588,0.94,0.89,3,230,3,1,0,marketing,high,0.006546534375542096
4589,0.99,0.91,3,241,2,0,0,sales,high,0.009166604394847441
4590,0.69,0.84,3,227,3,1,0,sales,high,0.006946158071100786
4591,0.88,0.59,5,147,4,0,0,sales,high,0.022732255587332165
4592,0.89,0.9,3,240,3,0,0,sales,high,0.010200580851666766
4593,0.8,0.58,4,238,2,0,0,sales,high,0.009458040992896181
4594,0.22,0.89,4,262,4,0,0,sales,high,0.09382660840268175
4595,0.87,0.83,4,215,2,0,0,sales,high,0.009203539341766325
4596,0.66,0.66,3,211,4,0,0,sales,high,0.02231337841136482
4597,0.9,0.68,3,156,3,1,0,sales,high,0.005789289072961787
4598,0.95,0.54,4,180,5,0,0,sales,high,0.04334968407807955
4599,0.49,0.56,4,260,6,0,0,sales,low,0.06854921641910997
4600,0.71,0.68,4,228,2,0,0,sales,low,0.009048689539925443
4601,0.2,0.96,2,249,3,0,0,sales,low,0.047543781636549605
4602,0.95,0.64,3,242,5,1,0,sales,low,0.06381457168260936
4603,0.68,0.8,2,254,2,1,0,sales,low,0.026783291469794197
4604,0.93,0.68,3,272,2,1,0,sales,low,0.00987564316196355
4605,0.85,0.57,5,210,3,0,0,sales,low,0.008002154465809534
4606,0.82,0.68,3,140,2,0,0,sales,low,0.00820064395971821
4607,0.87,0.42,5,252,5,0,0,sales,low,0.10763523062485553
4608,0.88,0.84,3,266,3,0,0,accounting,low,0.01159261939641378
4609,0.98,0.79,4,138,3,0,0,accounting,low,0.008640838974871118
4610,0.89,0.98,3,220,3,0,0,accounting,low,0.01315408124778714
4611,0.92,0.51,5,214,3,0,0,hr,low,0.007151076628093378
4612,0.48,0.6,2,121,5,0,0,hr,low,0.04351618306619773
4613,0.67,0.49,4,195,3,0,0,hr,low,0.007516121221978548
4614,0.84,0.55,3,135,3,0,0,hr,medium,0.010329600511375103
4615,0.97,0.78,4,261,2,0,0,technical,medium,0.009936375057658584
4616,0.65,0.53,5,205,3,1,0,technical,medium,0.006588385444474796
4617,0.79,0.87,5,240,2,1,0,technical,medium,0.0190334626361566
4618,0.75,0.75,2,141,4,0,0,technical,medium,0.0363084326343251
4619,0.69,0.64,4,200,3,0,0,technical,medium,0.008089452956921728
4620,0.85,0.6,4,257,3,0,0,technical,medium,0.011187371856461395
4621,0.34,0.41,2,141,3,0,0,technical,medium,0.15697037572212733
4622,0.97,0.68,3,185,2,0,0,technical,medium,0.007101498245028546
4623,0.39,0.99,6,235,6,0,0,technical,medium,0.1868197938175456
4624,0.54,0.81,4,264,4,0,0,technical,medium,0.093565270786227
4625,0.78,0.67,4,260,3,0,0,technical,medium,0.01126150133715254
4626,0.49,0.79,4,158,3,0,0,support,high,0.009415665191756422
4627,0.17,0.83,6,195,5,0,0,support,high,0.08230531173199844
4628,0.98,0.81,3,180,2,1,0,support,high,0.0076010771832950436
4629,0.9,1.0,2,114,5,0,0,support,high,0.25250502081633813
4630,0.24,0.89,5,228,4,1,0,support,high,0.08698641773457391
4631,0.92,0.79,5,243,3,1,0,support,high,0.007981857470964832
4632,0.36,0.72,3,179,3,0,0,support,high,0.05062090376078181
4633,0.19,0.76,2,158,3,0,0,support,high,0.05515689454581934
4634,0.75,0.76,4,254,4,0,0,support,low,0.031347593925165375
4635,0.91,0.81,3,220,3,1,0,support,low,0.01359968388179264
4636,0.72,0.95,5,171,3,0,0,support,low,0.009600453530348677
4637,0.62,0.64,4,142,2,0,0,technical,low,0.007609352855438226
4638,0.97,0.75,3,241,2,0,0,technical,low,0.008142924747218677
4639,0.69,0.64,3,275,3,0,0,technical,low,0.02093368180677147
4640,0.98,0.56,3,157,2,0,0,management,low,0.006472612256771299
4641,0.62,0.53,5,169,3,0,0,IT,low,0.007330880279514338
4642,0.59,0.82,2,233,2,0,0,IT,medium,0.028405176735730005
4643,0.73,0.98,4,160,3,0,0,IT,medium,0.00821095696553349
4644,0.71,0.79,3,189,3,0,0,IT,medium,0.0077395157462756365
4645,0.85,0.58,4,273,4,0,0,IT,medium,0.04142094647522128
4646,0.8,0.94,4,141,3,1,0,product_mng,medium,0.006278030933045053
4647,0.48,0.38,3,134,3,0,0,product_mng,medium,0.015521419996210872
4648,0.64,0.4,3,248,3,0,0,product_mng,medium,0.00849352285840599
4649,0.19,0.64,6,222,5,0,0,product_mng,medium,0.060016127552796276
4650,0.82,0.69,5,219,3,0,0,IT,medium,0.010122797649330224
4651,0.99,0.96,4,202,3,0,0,RandD,medium,0.006006845821811045
4652,0.45,0.58,3,200,2,0,0,RandD,medium,0.04305934724460046
4653,0.89,0.89,3,138,2,0,0,RandD,medium,0.006730941346190129
4654,0.75,0.78,4,158,5,1,0,RandD,medium,0.0470836706241408
4655,0.8,0.86,3,136,2,0,0,RandD,medium,0.007472002620203622
4656,0.78,0.49,4,222,2,0,0,marketing,medium,0.00834278538120441
4657,0.95,0.76,3,236,2,1,0,sales,medium,0.007399429657326057
4658,0.68,0.67,4,135,2,0,0,accounting,medium,0.009243431508845844
4659,0.82,0.97,5,235,3,0,0,support,medium,0.033503743634138036
4660,0.9,0.69,4,274,2,0,0,technical,medium,0.014236777117321228
4661,0.59,0.99,3,235,2,0,0,management,medium,0.010266146136183055
4662,0.66,0.57,3,169,4,1,0,marketing,medium,0.02127145648875117
4663,0.63,0.56,5,286,4,0,0,marketing,medium,0.050610426065600386
4664,0.73,0.78,3,166,2,0,0,marketing,medium,0.007442247690632004
4665,0.63,0.93,3,236,4,0,0,sales,high,0.031934603179103634
4666,0.87,0.62,5,197,2,0,0,sales,low,0.0073266479163306055
4667,0.62,0.87,6,169,2,1,0,sales,medium,0.06741498377441063
4668,0.53,0.9,3,210,3,0,0,sales,medium,0.008746375287672385
4669,0.94,0.83,4,156,2,0,0,sales,medium,0.007686412861464541
4670,0.94,0.55,5,231,2,0,0,sales,medium,0.007522548563136255
4671,0.55,0.64,3,101,2,1,0,sales,medium,0.0088759818180393
4672,0.58,0.72,4,259,3,0,0,sales,medium,0.009880030259180252
4673,0.98,0.88,5,203,5,1,0,sales,medium,0.1436923467421639
4674,0.74,0.76,5,255,4,0,0,sales,medium,0.03261686438132754
4675,0.65,0.48,3,131,3,1,0,sales,medium,0.008741581049371531
4676,0.97,0.79,2,272,2,0,0,sales,medium,0.0287504687181519
4677,0.58,0.75,4,253,2,0,0,sales,low,0.012104357327371078
4678,0.49,0.77,2,254,2,0,0,sales,low,0.0331032381301561
4679,0.69,0.98,3,214,2,0,0,sales,low,0.008953056477182638
4680,0.55,0.49,5,195,3,0,0,sales,low,0.008441486167509653
4681,0.65,0.89,4,240,3,0,0,sales,low,0.01356338100401824
4682,0.87,0.49,4,149,2,0,0,sales,low,0.006912207096361765
4683,0.12,0.7,4,276,4,0,0,sales,low,0.11938262753549696
4684,0.65,0.84,4,247,4,0,0,accounting,high,0.055437250840245804
4685,0.23,0.66,4,212,4,1,0,accounting,low,0.06955232023414884
4686,0.62,0.77,4,256,3,0,0,accounting,high,0.008576373836297935
4687,0.86,0.72,4,178,2,0,0,hr,high,0.006977089774284689
4688,0.85,0.6,4,255,4,0,0,hr,low,0.0344709567094095
4689,0.74,0.76,3,224,2,0,0,hr,low,0.00868826950473634
4690,0.53,0.76,2,204,4,0,0,hr,high,0.026540675865729828
4691,0.99,0.44,6,104,6,0,0,technical,low,0.0410415887002058
4692,0.48,0.81,5,113,3,0,0,technical,medium,0.03129834207707732
4693,0.72,0.74,3,243,2,0,0,technical,high,0.008702006732564199
4694,0.76,0.72,3,242,5,1,0,technical,medium,0.10332338009928885
4695,0.41,0.7,4,177,3,0,0,technical,medium,0.06011871478188264
4696,0.85,0.88,3,235,2,0,0,technical,medium,0.01152850088979398
4697,0.62,0.49,4,175,3,0,0,technical,medium,0.007421716044951808
